#Data from 2015-10-22 at 13:19:1
Timestamp,PMT
1284301853,0.006
1284301953,0.003
1284302053,0.003
1284302153,0.003
1284302253,0.003
1284302353,0.006
1284302455,0.006
1284302553,0.003
1284302653,0.003
1284302753,0.006
1284302853,0.006
1284302953,0.006
1284303053,0.003
1284303153,0.006
1284303253,0.003
1284303353,0.006
1284303454,0.003
1284303553,0.003
1284303653,0.006
1284303753,0.003
1284303853,0.003
1284303953,0.003
1284304053,0.003
1284304153,0.003
1284304253,0.003
1284304353,0.006
1284304454,0.003
1284304553,0.003
1284304653,0.003
1284304753,0.006
1284304853,0.009
1284304953,0.003
1284305053,0.003
1284305153,0.003
1284305253,0.012
1284305353,0.003
1284305454,0.003
1284305553,0.003
1284305653,0.003
1284305753,0.003
1284305853,0.006
1284305953,0.009
1284306053,0.003
1284306153,0.003
1284306253,0.003
1284306353,0.003
1284306454,0.006
1284306553,0.003
1284306653,0.003
1284306753,0.003
1284306853,0.006
1284306953,0.003
1284307053,0.003
1284307153,0.003
1284307253,0.006
1284307353,0.003
1284307454,0.006
1284307553,0.003
1284307653,0.003
1284307753,0.003
1284307853,0.003
1284307953,0.003
1284308053,0.003
1284308153,0.003
1284308253,0.003
1284308353,0.003
1284308455,0.003
1284308553,0.003
1284308653,0.003
1284308753,0.003
1284308853,0.003
1284308953,0.003
1284309053,0.003
1284309153,0.003
1284309253,0.006
1284309353,0.003
1284309454,0.003
1284309553,0.009
1284309653,0.003
1284309753,0.003
1284309853,0.006
1284309953,0.003
1284310053,0.003
1284310153,0.003
1284310253,0.003
1284310353,0.003
1284310454,0.003
1284310553,0.003
1284310653,0.006
1284310753,0.006
1284310853,0.003
1284310953,0.003
1284311053,0.006
1284311153,0.003
1284311253,0.003
1284311353,0.003
1284311454,0.006
1284311553,0.003
1284311653,0.006
1284311753,0.006
1284311853,0.003
1284311953,0.006
1284312053,0.003
1284312153,0.003
1284312253,0.003
1284312353,0.006
1284312454,0.003
1284312553,0.006
1284312653,0.003
1284312753,0.003
1284312853,0.006
1284312953,0.003
1284313053,0.003
1284313153,0.003
1284313253,0.003
1284313353,0.003
1284313454,0.003
1284313553,0.003
1284313653,0.003
1284313753,0.003
1284313853,0.003
1284313953,0.003
1284314053,0.003
1284314153,0.003
1284314253,0.006
1284314353,0.006
1284314454,0.003
1284314553,0.006
1284314653,0.003
1284314753,0.003
1284314853,0.012
1284314953,0.003
1284315053,0.006
1284315153,0.003
1284315253,0.003
1284315353,0.003
1284315454,0.006
1284315553,0.003
1284315653,0.003
1284315753,0.006
1284315853,0.003
1284315953,0.003
1284316053,0.003
1284316153,0.006
1284316253,0.003
1284316353,0.003
1284316454,0.003
1284316553,0.003
1284316653,0.022
1284316753,0.003
1284316853,0.003
1284316953,0.003
1284317053,0.006
1284317153,0.003
1284317253,0.003
1284317353,0.003
1284317454,0.006
1284317553,0.003
1284317653,0.003
1284317753,0.003
1284317853,0.003
1284317953,0.003
1284318053,0.003
1284318153,0.003
1284318253,0.006
1284318353,0.003
1284318454,0.003
1284318553,0.025
1284318653,0.003
1284318753,0.003
1284318853,0.012
1284318953,0.006
1284319053,0.003
1284319153,0.003
1284319253,0.003
1284319353,0.006
1284319454,0.003
1284319553,0.003
1284319653,0.003
1284319753,0.029
1284319853,0.009
1284319953,0.003
1284320053,0.003
1284320153,0.009
1284320253,0.003
1284320353,0.003
1284320454,0.003
1284320553,0.003
1284320653,0.003
1284320753,0.003
1284320853,0.003
1284320953,0.006
1284321053,0.003
1284321153,0.006
1284321253,0.003
1284321353,0.003
1284321454,0.003
1284321553,0.009
1284321653,0.003
1284321753,0.003
1284321853,0.003
1284321953,0.012
1284322053,0.016
1284322153,0.003
1284322253,0.029
1284322353,0.003
1284322454,0.006
1284322553,0.006
1284322653,0.003
1284322753,0.003
1284322853,0.006
1284322953,0.003
1284323053,0.003
1284323153,0.003
1284323253,0.003
1284323353,0.003
1284323454,0.006
1284323553,0.003
1284323653,0.006
1284323753,0.003
1284323853,0.003
1284323953,0.003
1284324053,0.003
1284324153,0.003
1284324253,0.025
1284324353,0.003
1284324454,0.003
1284324553,0.006
1284324653,0.009
1284324753,0.003
1284324853,0.003
1284324953,0.003
1284325053,0.003
1284325153,0.003
1284325253,0.003
1284325353,0.006
1284325454,0.003
1284325553,0.003
1284325653,0.003
1284325753,0.003
1284325853,0.003
1284325953,0.006
1284326053,0.003
1284326153,0.003
1284326253,0.003
1284326353,0.003
1284326454,0.003
1284326553,0.003
1284326653,0.003
1284326753,0.003
1284326853,0.006
1284326953,0.003
1284327053,0.003
1284327153,0.006
1284327253,0.003
1284327353,0.003
1284327454,0.003
1284327553,0.006
1284327653,0.003
1284327753,0.003
1284327853,0.003
1284327953,0.003
1284328053,0.003
1284328153,0.003
1284328253,0.003
1284328353,0.009
1284328454,0.006
1284328553,0.006
1284328653,0.003
1284328753,0.003
1284328853,0.006
1284328953,0.003
1284329053,0.006
1284329153,0.003
1284329253,0.003
1284329353,0.025
1284329454,0.003
1284329553,0.003
1284329653,0.003
1284329753,0.003
1284329853,0.003
1284329953,0.003
1284330053,0.006
1284330153,0.003
1284330253,0.003
1284330353,0.003
1284330454,0.003
1284330553,0.003
1284330653,0.006
1284330753,0.006
1284330853,0.003
1284330953,0.012
1284331053,0.003
1284331153,0.003
1284331253,0.003
1284331353,0.003
1284331454,0.003
1284331553,0.003
1284331653,0.003
1284331753,0.003
1284331853,0.003
1284331953,0.003
1284332053,0.003
1284332153,0.003
1284332253,0.003
1284332353,0.025
1284332454,0.003
1284332553,0.003
1284332653,0.006
1284332753,0.003
1284332853,0.006
1284332953,0.009
1284333053,0.003
1284333153,0.003
1284333253,0.003
1284333353,0.006
1284333454,0.006
1284333553,0.003
1284333653,0.006
1284333753,0.003
1284333853,0.003
1284333953,0.006
1284334053,0.012
1284334153,0.003
1284334253,0.006
1284334353,0.003
1284334454,0.006
1284334553,0.003
1284334653,0.003
1284334753,0.003
1284334853,0.003
1284334953,0.003
1284335053,0.006
1284335153,0.003
1284335253,0.006
1284335353,0.003
1284335454,0.003
1284335553,0.003
1284335653,0.003
1284335753,0.003
1284335853,0.006
1284335953,0.003
1284336053,0.003
1284336153,0.003
1284336253,0.003
1284336353,0.003
1284336454,0.003
1284336553,0.003
1284336653,0.003
1284336753,0.003
1284336853,0.003
1284336953,0.003
1284337053,0.003
1284337153,0.003
1284337253,0.006
1284337353,0.003
1284337454,0.006
1284337553,0.003
1284337653,0.003
1284337753,0.003
1284337853,0.003
1284337953,0.003
1284338053,0.003
1284338153,0.006
1284338253,0.003
1284338353,0.003
1284338454,0.003
1284338553,0.012
1284338653,0.009
1284338753,0.003
1284338853,0.006
1284338953,0.003
1284339053,0.006
1284339153,0.003
1284339253,0.003
1284339353,0.006
1284339454,0.003
1284339553,0.003
1284339653,0.003
1284339753,0.003
1284339853,0.003
1284339953,0.006
1284340053,0.003
1284340153,0.003
1284340253,0.003
1284340353,0.009
1284340454,0.003
1284340553,0.003
1284340653,0.003
1284340753,0.006
1284340853,0.003
1284340953,0.003
1284341053,0.003
1284341153,0.003
1284341253,0.003
1284341353,0.006
1284341454,0.003
1284341553,0.003
1284341653,0.003
1284341753,0.003
1284341853,0.003
1284341953,0.003
1284342053,0.003
1284342153,0.003
1284342253,0.003
1284342353,0.003
1284342454,0.003
1284342553,0.003
1284342653,0.012
1284342753,0.003
1284342853,0.003
1284342953,0.009
1284343053,0.003
1284343153,0.003
1284343253,0.003
1284343353,0.003
1284343454,0.003
1284343553,0.003
1284343653,0.003
1284343753,0.003
1284343853,0.022
1284343953,0.029
1284344053,0.003
1284344153,0.003
1284344253,0.003
1284344353,0.006
1284344454,0.006
1284344553,0.003
1284344653,0.003
1284344753,0.003
1284344853,0.009
1284344953,0.025
1284345053,0.009
1284345153,0.003
1284345253,0.003
1284345353,0.003
1284345454,0.006
1284345553,0.006
1284345653,0.003
1284345753,0.003
1284345853,0.003
1284345953,0.006
1284346053,0.003
1284346153,0.003
1284346253,0.003
1284346353,0.003
1284346454,0.003
1284346553,0.003
1284346653,0.003
1284346753,0.003
1284346853,0.003
1284346953,0.003
1284347053,0.003
1284347153,0.003
1284347253,0.003
1284347353,0.006
1284347454,0.003
1284347553,0.003
1284347653,0.003
1284347753,0.003
1284347853,0.003
1284347953,0.016
1284348053,0.006
1284348153,0.003
1284348253,0.003
1284348353,0.003
1284348454,0.006
1284348553,0.003
1284348653,0.003
1284348753,0.003
1284348853,0.006
1284348953,0.006
1284349053,0.003
1284349153,0.003
1284349253,0.003
1284349353,0.003
1284349454,0.003
1284349553,0.006
1284349653,0.003
1284349753,0.003
1284349853,0.006
1284349953,0.003
1284350053,0.003
1284350153,0.003
1284350253,0.006
1284350353,0.006
1284350454,0.006
1284350553,0.003
1284350653,0.003
1284350753,0.003
1284350853,0.006
1284350953,0.009
1284351053,0.003
1284351153,0.003
1284351253,0.003
1284351353,0.003
1284351454,0.003
1284351553,0.006
1284351653,0.006
1284351753,0.006
1284351853,0.006
1284351953,0.003
1284352053,0.006
1284352153,0.006
1284352253,0.003
1284352353,0.003
1284352454,0.003
1284352553,0.003
1284352653,0.006
1284352753,0.003
1284352853,0.003
1284352953,0.003
1284353053,0.003
1284353153,0.003
1284353253,0.003
1284353353,0.003
1284353454,0.003
1284353553,0.003
1284353653,0.003
1284353753,0.006
1284353853,0.006
1284353953,0.003
1284354053,0.003
1284354153,0.006
1284354253,0.003
1284354353,0.003
1284354454,0.006
1284354553,0.003
1284354653,0.003
1284354753,0.016
1284354853,0.006
1284354953,0.006
1284355053,0.003
1284355153,0.003
1284355253,0.003
1284355353,0.003
1284355454,0.006
1284355553,0.003
1284355653,0.003
1284355753,0.003
1284355853,0.003
1284355953,0.003
1284356053,0.003
1284356153,0.003
1284356253,0.003
1284356353,0.003
1284356454,0.006
1284356553,0.003
1284356653,0.009
1284356753,0.003
1284356853,0.003
1284356953,0.003
1284357053,0.003
1284357153,0.003
1284357253,0.003
1284357353,0.003
1284357454,0.003
1284357553,0.006
1284357653,0.003
1284357753,0.006
1284357853,0.003
1284357953,0.003
1284358053,0.003
1284358153,0.003
1284358253,0.003
1284358353,0.006
1284358454,0.006
1284358553,0.012
1284358653,0.003
1284358753,0.003
1284358853,0.003
1284358953,0.006
1284359053,0.003
1284359153,0.003
1284359253,0.003
1284359353,0.003
1284359453,0.003
1284359553,0.003
1284359653,0.003
1284359753,0.003
1284359853,0.003
1284359953,0.029
1284360053,0.003
1284360153,0.003
1284360253,0.012
1284360353,0.006
1284360454,0.003
1284360553,0.003
1284360653,0.003
1284360753,0.006
1284360853,0.006
1284360953,0.006
1284361053,0.003
1284361153,0.003
1284361253,0.003
1284361353,0.003
1284361454,0.006
1284361553,0.003
1284361653,0.003
1284361753,0.003
1284361853,0.003
1284361953,0.003
1284362053,0.006
1284362153,0.006
1284362253,0.003
1284362353,0.003
1284362453,0.006
1284362553,0.003
1284362653,0.003
1284362753,0.003
1284362853,0.006
1284362953,0.003
1284363053,0.003
1284363153,0.003
1284363253,0.003
1284363353,0.003
1284363454,0.006
1284363553,0.006
1284363653,0.003
1284363753,0.003
1284363853,0.003
1284363953,0.003
1284364053,0.003
1284364153,0.006
1284364253,0.006
1284364353,0.003
1284364453,0.006
1284364553,0.003
1284364653,0.003
1284364753,0.003
1284364853,0.003
1284364953,0.006
1284365053,0.003
1284365153,0.009
1284365253,0.003
1284365353,0.003
1284365453,0.006
1284365553,0.003
1284365653,0.003
1284365753,0.003
1284365853,0.003
1284365953,0.006
1284366053,0.003
1284366153,0.003
1284366253,0.003
1284366353,0.006
1284366453,0.006
1284366553,0.003
1284366653,0.003
1284366753,0.006
1284366853,0.003
1284366953,0.003
1284367053,0.003
1284367153,0.003
1284367253,0.003
1284367353,0.003
1284367453,0.003
1284367553,0.003
1284367653,0.003
1284367753,0.006
1284367853,0.003
1284367953,0.006
1284368053,0.003
1284368153,0.003
1284368253,0.003
1284368353,0.003
1284368453,0.003
1284368553,0.003
1284368653,0.003
1284368753,0.003
1284368853,0.003
1284368953,0.003
1284369053,0.003
1284369153,0.003
1284369253,0.003
1284369353,0.003
1284369453,0.003
1284369553,0.006
1284369653,0.006
1284369753,0.006
1284369853,0.003
1284369953,0.006
1284370053,0.006
1284370153,0.003
1284370253,0.009
1284370353,0.003
1284370453,0.006
1284370553,0.006
1284370653,0.003
1284370753,0.003
1284370853,0.003
1284370953,0.006
1284371053,0.003
1284371153,0.003
1284371253,0.003
1284371353,0.006
1284371454,0.006
1284371553,0.012
1284371653,0.006
1284371753,0.006
1284371853,0.009
1284371953,0.003
1284372053,0.022
1284372153,0.003
1284372253,0.003
1284372353,0.003
1284372453,0.003
1284372553,0.003
1284372653,0.003
1284372753,0.003
1284372853,0.006
1284372953,0.003
1284373053,0.003
1284373153,0.003
1284373253,0.003
1284373353,0.003
1284373453,0.003
1284373553,0.006
1284373653,0.003
1284373753,0.003
1284373853,0.003
1284373953,0.003
1284374053,0.003
1284374153,0.006
1284374253,0.003
1284374353,0.003
1284374453,0.003
1284374553,0.003
1284374653,0.003
1284374753,0.003
1284374853,0.003
1284374953,0.003
1284375053,0.003
1284375153,0.003
1284375253,0.003
1284375353,0.003
1284375453,0.003
1284375553,0.003
1284375653,0.003
1284375753,0.003
1284375853,0.003
1284375953,0.003
1284376053,0.003
1284376153,0.003
1284376253,0.006
1284376353,0.003
1284376453,0.006
1284376553,0.003
1284376653,0.003
1284376753,0.003
1284376853,0.003
1284376953,0.003
