#Data from 2015-8-7 at 12:44:23
Timestamp,PMT
684,207.61856
720467381,192.19444
720471081,212.34991
720474781,208.16884
720478486,202.228
720482181,207.91682
720485884,199.14034
720489583,216.00291
720493281,199.18492
720496984,212.98097
720500684,186.71202
720504381,203.49983
720508084,203.19063
720511781,200.56006
720515482,204.96092
720519181,202.52301
720522881,195.48271
720526584,209.03613
720530281,213.39227
720533984,197.866
720537684,200.11787
720541381,210.1414
720545084,225.3511
720548784,195.1331
720552486,206.0313
720556181,223.48386
720559881,191.0625
720563583,198.63142
720567281,218.50885
720570981,210.86723
720574684,201.9332
720578383,197.85933
720582081,212.36499
720585784,204.82631
720589486,213.20311
720593181,200.20738
720596881,213.14633
720600583,211.37164
720604281,198.00754
720607984,215.01625
720611684,186.05124
720615381,210.40073
720619081,199.53044
720622781,211.81613
720626483,208.79305
720630181,217.01944
720633881,200.80734
720637583,205.08064
720641284,204.09911
720644981,217.04283
720648684,204.84999
720652384,203.76338
720656084,212.98433
720659784,206.10596
720663486,199.36774
720667181,197.97981
720670881,201.0929
720674583,200.78972
720678281,223.75897
720681981,207.12752
720685684,208.92021
720689381,224.30426
720693081,195.80258
720696781,200.87534
720700483,231.54546
720704181,200.09819
720707881,199.25826
720711584,203.08853
720715281,208.89531
720718984,202.53006
720722684,194.67346
720726381,197.07317
720730081,206.70621
720733784,189.35097
720737482,199.61761
720741181,200.75595
720744881,204.13184
720748584,205.56717
720752284,203.07443
720755981,201.52879
720759684,206.83798
720763381,218.43027
720767081,200.04346
720770781,197.10625
720774483,213.52164
720778181,210.64621
720781881,208.09229
720785584,203.99741
720789281,206.97368
720792981,203.27637
720796684,201.96912
720800381,195.99594
720804084,200.06654
720807783,202.29131
720811483,188.03386
720815181,214.2728
720818881,203.53383
720822584,191.35855
720826281,207.72003
720829984,195.41391
720833684,204.90919
720837384,216.78664
720841084,204.71539
720844784,191.12822
720848483,236.59178
720852181,197.07585
720855881,200.00467
720859583,204.86595
720863284,215.45732
720866984,225.03654
720870684,198.7612
720874381,207.0368
720878084,201.44872
720881784,200.78883
720885485,206.0845
720889181,204.98331
720892881,197.53661
720896583,206.61002
720900281,211.17134
720903984,208.92651
720907684,208.96577
720911381,208.6049
720915081,212.05205
720918784,221.53046
720922486,208.43239
720926181,208.89168
720929884,200.47346
720933583,197.48103
720937281,208.47162
720940981,206.59781
720944684,202.37863
720948384,197.77148
720952081,208.84001
720955781,219.44922
720959483,215.91249
720963181,189.41423
720966881,204.03377
720970583,207.20303
720974281,221.28645
720977981,213.71831
720981681,200.0208
720985381,211.20615
720989084,201.94243
720992781,194.32928
720996483,200.91048
721000181,198.24718
721003884,190.53137
721007584,205.02817
721011281,197.17986
721014981,220.19363
721018683,210.05392
721022381,206.67368
721026081,207.33461
721029781,202.91626
721033483,201.0816
721037181,217.27852
721040881,196.57678
721044583,212.67885
721048281,221.40266
721051984,208.0909
721055684,220.45528
721059381,195.77423
721063084,201.21103
721066784,213.06187
721070486,218.09853
721074181,208.0278
721077881,194.37904
721081583,212.3576
721085281,207.44591
721088984,225.29979
721092684,205.80914
721096381,211.43526
721100081,199.39772
721103781,196.74908
721107482,195.3165
721111181,210.44574
721114881,212.85063
721118584,196.08748
721122281,196.14615
721125984,195.63033
721129681,199.88855
721133381,190.04308
721137084,189.9115
721140781,214.72459
721144483,210.11124
721148181,203.38492
721151884,207.78374
721155583,237.89278
721159281,211.27162
721162984,204.79051
721166684,200.80565
721170381,200.47688
721174084,198.21458
721177781,200.78825
721181483,197.83391
721185181,192.11145
721188881,200.24182
721192584,200.57024
721196281,203.52533
721199984,203.21832
721203681,209.11369
721207381,219.981
721211081,193.47322
721214781,197.60706
721218483,196.9642
721222181,213.87073
721225881,198.9939
721229583,203.70113
721233284,196.55522
721236984,198.42485
721240684,195.36638
721244381,197.28745
721248084,199.61501
721251784,194.10747
721255483,197.72365
721259181,200.93758
721262881,212.93756
721266583,202.38243
721270281,209.63072
721273981,199.88948
721277681,197.3073
721281381,196.01102
721285081,211.56952
721288781,204.55801
721292483,207.36996
721296181,195.8927
721299881,229.68956
721303583,221.636
721307284,192.92702
721310984,211.92152
721314681,208.60187
721318381,213.32657
721322084,199.4315
721325781,194.40221
721329485,222.54834
721333181,197.87474
721336881,199.38612
721340583,192.21292
721344281,191.83661
721347981,205.61674
721351684,193.97418
721355381,195.80281
721359084,202.51402
721362781,195.90506
721366485,198.24745
721370181,200.3492
721373881,230.28642
721377584,206.72668
721381281,193.94936
721384984,204.74937
721388684,197.81143
721392381,198.79956
721396084,205.36832
721399781,206.95013
721403483,199.12651
721407181,212.74544
721410884,214.30377
721414583,197.80142
721418281,199.75229
721421984,213.83318
721425683,209.37672
721429381,212.7506
721433084,192.38428
721436781,201.70506
721440485,204.72475
721444181,215.28087
721447884,200.94693
721451583,198.32288
721455281,202.06691
721458984,196.03186
721462681,191.30019
721466381,205.85373
721470084,213.27547
721473784,215.80263
721477486,200.2646
721481181,207.31615
721484881,202.63991
721488583,198.92239
721492281,189.8864
721495984,211.709
721499681,224.90422
721503381,213.70377
721507081,193.8884
721510781,197.61575
721514486,211.57162
721518181,195.7439
721521884,222.85916
721525583,207.32213
721529281,199.60225
721532984,193.82481
721536684,196.92026
721540381,194.80954
721544081,203.12459
721547781,198.42236
721551485,196.71492
721555181,213.23572
721558881,198.60736
721562583,214.24623
721566281,195.21257
721569984,212.57224
721573684,199.10719
721577381,207.38777
721581084,247.29239
721584784,193.47299
721588483,204.52644
721592181,196.41753
721595884,213.46721
721599584,199.83049
721603281,210.65234
721606984,200.5452
721610684,201.22856
721614381,194.4308
721618081,188.24582
721621781,201.50887
721625483,201.34297
721629181,211.06247
721632881,205.77425
721636583,195.68571
721640281,207.21046
721643984,211.44534
721647684,194.49953
721651381,209.0083
721655084,190.50876
721658781,206.34085
721662486,197.09348
721666181,202.3136
721669881,214.06583
721673583,202.60699
721677284,204.67448
721680981,222.10789
721684684,200.30928
721688381,187.6572
721692081,209.73149
721695781,204.93103
721699482,203.9583
721703181,209.38747
721706881,207.61421
721710584,195.3071
721714281,207.52374
721717984,204.34039
721721684,211.78757
721725381,208.83165
721729084,194.15195
721732784,189.07706
721736483,193.87759
721740181,200.66089
721743881,194.41429
721747584,218.27148
721751281,207.54425
721754981,208.25084
721758684,195.07414
721762381,190.46678
721766084,208.70016
721769781,196.68819
721773485,194.35063
721777181,197.19995
721780881,220.38901
721784584,212.59811
721788281,215.57875
721791984,196.6795
721795684,200.78058
721799381,202.43172
721803084,200.32875
721806784,207.10902
721810485,202.18701
721814181,208.92146
721817881,200.86798
721821583,197.95102
721825284,214.22536
721828984,199.38292
721832684,198.989
721836381,203.43756
721840084,232.01215
721843781,225.21674
721847486,206.16333
721851181,206.88994
721854881,199.54781
721858583,217.86923
721862281,199.93182
721865981,204.38913
721869684,207.73903
721873381,189.95282
721877084,195.08801
721880781,201.14461
721884483,205.55846
721888181,204.28011
721891881,198.2804
721895583,199.54216
721899281,204.74321
721902984,211.11208
721906683,219.14142
721910381,199.13139
721914084,207.14388
721917781,199.35957
721921485,194.23883
721925181,211.16632
721928884,216.42596
721932584,202.04097
721936281,194.34282
721939981,205.93318
721943684,202.72388
721947384,202.63936
721951081,197.44164
721954781,207.28325
721958485,206.29198
721962181,200.19949
721965881,208.37842
721969584,201.88455
721973281,191.9283
721976981,207.10924
721980684,204.87256
721984384,194.7382
721988084,197.96532
721991783,204.53702
721995483,204.79285
721999181,217.3829
722002881,191.68092
722006583,204.28566
722010281,204.85461
722013984,188.06735
722017684,201.12869
722021384,214.06064
722025084,205.00319
722028781,206.60172
722032483,232.1812
722036181,196.58241
722039881,199.7634
722043583,192.9149
722047281,211.51109
722050981,194.24985
722054684,195.78511
722058381,206.54845
722062084,211.6304
722065784,200.12833
722069485,192.56071
722073181,227.6685
722076880,210.45471
722080583,206.52426
722084281,205.26286
722087984,201.82732
722091684,197.26903
722095384,222.09135
722099084,219.74245
722102781,192.86769
722106483,192.90659
722110181,208.13475
722113881,210.79826
722117584,200.46382
722121281,207.5201
722124984,236.20509
722128684,203.21371
722132381,204.51266
722136084,207.13829
722139781,192.97054
722143485,202.05005
722147181,226.68803
722150881,200.2032
722154584,207.53329
722158281,203.71399
722161984,199.85916
722165684,216.4061
722169381,199.97327
722173081,201.21312
722176783,199.79768
722180483,191.59486
722184181,202.23886
722187881,190.7789
722191583,202.49525
722195281,212.51263
722198984,210.20314
722202683,228.55321
722206381,208.39749
722210081,224.88681
722213781,193.87206
722217482,198.94243
722221181,203.49767
722224881,213.55438
722228584,207.3938
722232281,218.7334
722235984,198.57944
722239684,201.2027
722243381,200.18718
722247081,195.91373
722250781,211.50421
722254483,202.76439
722258181,198.07945
722261881,230.39537
722265584,213.69791
722269281,205.6319
722272984,200.28645
722276684,221.24387
722280381,200.02972
722284081,203.69414
722287781,209.4008
722291486,196.96025
722295181,185.80591
722298881,225.87637
722302583,190.36577
722306281,189.21477
722309984,200.48471
722313684,201.57278
722317381,194.48848
722321081,206.79562
